WORK_DATE,DEB_TIME,ENTITY_DESCRIPTION_SHORT,WAIT_TIME_MAX
2022-08-02,2022-08-02 11:00:00.000,Water Ride,22
2022-08-02,2022-08-02 11:00:00.000,Zipline,30
2022-08-02,2022-08-02 12:00:00.000,Bumper Cars,12
2022-08-02,2022-08-02 12:00:00.000,Bungee Jump,26
2022-08-02,2022-08-02 12:00:00.000,Circus Train,5
2022-08-02,2022-08-02 12:00:00.000,Dizzy Dropper,15
2022-08-02,2022-08-02 12:00:00.000,Drop Tower,32
2022-08-02,2022-08-02 12:00:00.000,Flying Coaster,22
2022-08-02,2022-08-02 12:00:00.000,Free Fall,54
2022-08-02,2022-08-02 12:00:00.000,Giant Wheel,46
2022-08-02,2022-08-02 12:00:00.000,Go-Karts,23
2022-08-02,2022-08-02 12:00:00.000,Haunted House,18
2022-08-02,2022-08-02 12:00:00.000,Inverted Coaster,49
2022-08-02,2022-08-02 12:00:00.000,Kiddie Coaster,6
2022-08-02,2022-08-02 12:00:00.000,Merry Go Round,15
2022-08-02,2022-08-02 12:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 12:00:00.000,Rapids Ride,15
2022-08-02,2022-08-02 12:00:00.000,Roller Coaster,29
2022-08-02,2022-08-02 12:00:00.000,Spinning Coaster,24
2022-08-02,2022-08-02 12:00:00.000,Spiral Slide,80
2022-08-02,2022-08-02 12:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 12:00:00.000,Swing Ride,44
2022-08-02,2022-08-02 12:00:00.000,Water Ride,24
2022-08-02,2022-08-02 12:00:00.000,Zipline,30
2022-08-02,2022-08-02 13:00:00.000,Bumper Cars,12
2022-08-02,2022-08-02 13:00:00.000,Bungee Jump,23
2022-08-02,2022-08-02 13:00:00.000,Circus Train,5
2022-08-02,2022-08-02 13:00:00.000,Dizzy Dropper,14
2022-08-02,2022-08-02 13:00:00.000,Drop Tower,30
2022-08-02,2022-08-02 13:00:00.000,Flying Coaster,23
2022-08-02,2022-08-02 13:00:00.000,Free Fall,54
2022-08-02,2022-08-02 13:00:00.000,Giant Wheel,45
2022-08-02,2022-08-02 13:00:00.000,Go-Karts,22
2022-08-02,2022-08-02 13:00:00.000,Haunted House,17
2022-08-02,2022-08-02 13:00:00.000,Inverted Coaster,38
2022-08-02,2022-08-02 13:00:00.000,Kiddie Coaster,6
2022-08-02,2022-08-02 13:00:00.000,Merry Go Round,17
2022-08-02,2022-08-02 13:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 13:00:00.000,Rapids Ride,15
2022-08-02,2022-08-02 13:00:00.000,Roller Coaster,30
2022-08-02,2022-08-02 13:00:00.000,Spinning Coaster,22
2022-08-02,2022-08-02 13:00:00.000,Spiral Slide,77
2022-08-02,2022-08-02 13:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 13:00:00.000,Swing Ride,44
2022-08-02,2022-08-02 13:00:00.000,Water Ride,24
2022-08-02,2022-08-02 13:00:00.000,Zipline,26
2022-08-02,2022-08-02 14:00:00.000,Bumper Cars,12
2022-08-02,2022-08-02 14:00:00.000,Bungee Jump,23
2022-08-02,2022-08-02 14:00:00.000,Circus Train,5
2022-08-02,2022-08-02 14:00:00.000,Dizzy Dropper,14
2022-08-02,2022-08-02 14:00:00.000,Drop Tower,27
2022-08-02,2022-08-02 14:00:00.000,Flying Coaster,25
2022-08-02,2022-08-02 14:00:00.000,Free Fall,55
2022-08-02,2022-08-02 14:00:00.000,Giant Wheel,45
2022-08-02,2022-08-02 14:00:00.000,Go-Karts,23
2022-08-02,2022-08-02 14:00:00.000,Haunted House,16
2022-08-02,2022-08-02 14:00:00.000,Inverted Coaster,36
2022-08-02,2022-08-02 14:00:00.000,Kiddie Coaster,7
2022-08-02,2022-08-02 14:00:00.000,Merry Go Round,22
2022-08-02,2022-08-02 14:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 14:00:00.000,Rapids Ride,17
2022-08-02,2022-08-02 14:00:00.000,Roller Coaster,30
2022-08-02,2022-08-02 14:00:00.000,Spinning Coaster,23
2022-08-02,2022-08-02 14:00:00.000,Spiral Slide,79
2022-08-02,2022-08-02 14:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 14:00:00.000,Swing Ride,45
2022-08-02,2022-08-02 14:00:00.000,Water Ride,24
2022-08-02,2022-08-02 14:00:00.000,Zipline,26
2022-08-02,2022-08-02 15:00:00.000,Bumper Cars,12
2022-08-02,2022-08-02 15:00:00.000,Bungee Jump,21
2022-08-02,2022-08-02 15:00:00.000,Circus Train,5
2022-08-02,2022-08-02 15:00:00.000,Dizzy Dropper,14
2022-08-02,2022-08-02 15:00:00.000,Drop Tower,27
2022-08-02,2022-08-02 15:00:00.000,Flying Coaster,27
2022-08-02,2022-08-02 15:00:00.000,Free Fall,55
2022-08-02,2022-08-02 15:00:00.000,Giant Wheel,45
2022-08-02,2022-08-02 15:00:00.000,Go-Karts,23
2022-08-02,2022-08-02 15:00:00.000,Haunted House,18
2022-08-02,2022-08-02 15:00:00.000,Inverted Coaster,36
2022-08-02,2022-08-02 15:00:00.000,Kiddie Coaster,7
2022-08-02,2022-08-02 15:00:00.000,Merry Go Round,24
2022-08-02,2022-08-02 15:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 15:00:00.000,Rapids Ride,22
2022-08-02,2022-08-02 15:00:00.000,Roller Coaster,30
2022-08-02,2022-08-02 15:00:00.000,Spinning Coaster,23
2022-08-02,2022-08-02 15:00:00.000,Spiral Slide,83
2022-08-02,2022-08-02 15:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 15:00:00.000,Swing Ride,45
2022-08-02,2022-08-02 15:00:00.000,Water Ride,24
2022-08-02,2022-08-02 15:00:00.000,Zipline,26
2022-08-02,2022-08-02 16:00:00.000,Bumper Cars,12
2022-08-02,2022-08-02 16:00:00.000,Bungee Jump,21
2022-08-02,2022-08-02 16:00:00.000,Circus Train,5
2022-08-02,2022-08-02 16:00:00.000,Dizzy Dropper,14
2022-08-02,2022-08-02 16:00:00.000,Drop Tower,25
2022-08-02,2022-08-02 16:00:00.000,Flying Coaster,22
2022-08-02,2022-08-02 16:00:00.000,Free Fall,53
2022-08-02,2022-08-02 16:00:00.000,Giant Wheel,46
2022-08-02,2022-08-02 16:00:00.000,Go-Karts,23
2022-08-02,2022-08-02 16:00:00.000,Haunted House,16
2022-08-02,2022-08-02 16:00:00.000,Inverted Coaster,39
2022-08-02,2022-08-02 16:00:00.000,Kiddie Coaster,7
2022-08-02,2022-08-02 16:00:00.000,Merry Go Round,17
2022-08-02,2022-08-02 16:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 16:00:00.000,Rapids Ride,20
2022-08-02,2022-08-02 16:00:00.000,Roller Coaster,26
2022-08-02,2022-08-02 16:00:00.000,Spinning Coaster,22
2022-08-02,2022-08-02 16:00:00.000,Spiral Slide,78
2022-08-02,2022-08-02 16:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 16:00:00.000,Swing Ride,44
2022-08-02,2022-08-02 16:00:00.000,Water Ride,24
2022-08-02,2022-08-02 16:00:00.000,Zipline,26
2022-08-02,2022-08-02 17:00:00.000,Bumper Cars,9
2022-08-02,2022-08-02 17:00:00.000,Bungee Jump,15
2022-08-02,2022-08-02 17:00:00.000,Circus Train,5
2022-08-02,2022-08-02 17:00:00.000,Dizzy Dropper,12
2022-08-02,2022-08-02 17:00:00.000,Drop Tower,22
2022-08-02,2022-08-02 17:00:00.000,Flying Coaster,18
2022-08-02,2022-08-02 17:00:00.000,Free Fall,29
2022-08-02,2022-08-02 17:00:00.000,Giant Wheel,44
2022-08-02,2022-08-02 17:00:00.000,Go-Karts,21
2022-08-02,2022-08-02 17:00:00.000,Haunted House,12
2022-08-02,2022-08-02 17:00:00.000,Kiddie Coaster,6
2022-08-02,2022-08-02 17:00:00.000,Merry Go Round,14
2022-08-02,2022-08-02 17:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 17:00:00.000,Rapids Ride,13
2022-08-02,2022-08-02 17:00:00.000,Roller Coaster,20
2022-08-02,2022-08-02 17:00:00.000,Spinning Coaster,17
2022-08-02,2022-08-02 17:00:00.000,Spiral Slide,71
2022-08-02,2022-08-02 17:00:00.000,Superman Ride,23
2022-08-02,2022-08-02 17:00:00.000,Swing Ride,44
2022-08-02,2022-08-02 17:00:00.000,Water Ride,21
2022-08-02,2022-08-02 17:00:00.000,Zipline,25
2022-08-02,2022-08-02 18:00:00.000,Bumper Cars,8
2022-08-02,2022-08-02 18:00:00.000,Bungee Jump,13
2022-08-02,2022-08-02 18:00:00.000,Circus Train,5
2022-08-02,2022-08-02 18:00:00.000,Dizzy Dropper,12
2022-08-02,2022-08-02 18:00:00.000,Drop Tower,21
2022-08-02,2022-08-02 18:00:00.000,Flying Coaster,14
2022-08-02,2022-08-02 18:00:00.000,Free Fall,46
2022-08-02,2022-08-02 18:00:00.000,Giant Wheel,45
2022-08-02,2022-08-02 18:00:00.000,Go-Karts,24
2022-08-02,2022-08-02 18:00:00.000,Haunted House,15
2022-08-02,2022-08-02 18:00:00.000,Kiddie Coaster,6
2022-08-02,2022-08-02 18:00:00.000,Merry Go Round,11
2022-08-02,2022-08-02 18:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 18:00:00.000,Rapids Ride,12
2022-08-02,2022-08-02 18:00:00.000,Spinning Coaster,21
2022-08-02,2022-08-02 18:00:00.000,Superman Ride,23
2022-08-02,2022-08-02 18:00:00.000,Swing Ride,48
2022-08-02,2022-08-02 18:00:00.000,Water Ride,23
2022-08-02,2022-08-02 18:00:00.000,Zipline,28
2022-08-02,2022-08-02 19:00:00.000,Bumper Cars,8
2022-08-02,2022-08-02 19:00:00.000,Bungee Jump,10
2022-08-02,2022-08-02 19:00:00.000,Circus Train,5
2022-08-02,2022-08-02 19:00:00.000,Dizzy Dropper,11
2022-08-02,2022-08-02 19:00:00.000,Drop Tower,20
2022-08-02,2022-08-02 19:00:00.000,Flying Coaster,14
2022-08-02,2022-08-02 19:00:00.000,Giant Wheel,39
2022-08-02,2022-08-02 19:00:00.000,Go-Karts,20
2022-08-02,2022-08-02 19:00:00.000,Haunted House,12
2022-08-02,2022-08-02 19:00:00.000,Kiddie Coaster,5
2022-08-02,2022-08-02 19:00:00.000,Merry Go Round,8
2022-08-02,2022-08-02 19:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 19:00:00.000,Rapids Ride,12
2022-08-02,2022-08-02 19:00:00.000,Spinning Coaster,17
2022-08-02,2022-08-02 19:00:00.000,Superman Ride,23
2022-08-02,2022-08-02 19:00:00.000,Swing Ride,42
2022-08-02,2022-08-02 19:00:00.000,Water Ride,21
2022-08-02,2022-08-02 19:00:00.000,Zipline,25
2022-08-02,2022-08-02 20:00:00.000,Bumper Cars,7
2022-08-02,2022-08-02 20:00:00.000,Bungee Jump,8
2022-08-02,2022-08-02 20:00:00.000,Circus Train,5
2022-08-02,2022-08-02 20:00:00.000,Dizzy Dropper,10
2022-08-02,2022-08-02 20:00:00.000,Drop Tower,18
2022-08-02,2022-08-02 20:00:00.000,Flying Coaster,11
2022-08-02,2022-08-02 20:00:00.000,Giant Wheel,32
2022-08-02,2022-08-02 20:00:00.000,Go-Karts,17
2022-08-02,2022-08-02 20:00:00.000,Haunted House,10
2022-08-02,2022-08-02 20:00:00.000,Kiddie Coaster,4
2022-08-02,2022-08-02 20:00:00.000,Merry Go Round,6
2022-08-02,2022-08-02 20:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 20:00:00.000,Rapids Ride,9
2022-08-02,2022-08-02 20:00:00.000,Spinning Coaster,12
2022-08-02,2022-08-02 20:00:00.000,Swing Ride,37
2022-08-02,2022-08-02 20:00:00.000,Water Ride,17
2022-08-02,2022-08-02 20:00:00.000,Zipline,22
2022-08-02,2022-08-02 21:00:00.000,Bumper Cars,5
2022-08-02,2022-08-02 21:00:00.000,Bungee Jump,11
2022-08-02,2022-08-02 21:00:00.000,Circus Train,5
2022-08-02,2022-08-02 21:00:00.000,Dizzy Dropper,9
2022-08-02,2022-08-02 21:00:00.000,Drop Tower,14
2022-08-02,2022-08-02 21:00:00.000,Flying Coaster,11
2022-08-02,2022-08-02 21:00:00.000,Giant Wheel,27
2022-08-02,2022-08-02 21:00:00.000,Go-Karts,17
2022-08-02,2022-08-02 21:00:00.000,Haunted House,9
2022-08-02,2022-08-02 21:00:00.000,Kiddie Coaster,5
2022-08-02,2022-08-02 21:00:00.000,Merry Go Round,6
2022-08-02,2022-08-02 21:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 21:00:00.000,Rapids Ride,9
2022-08-02,2022-08-02 21:00:00.000,Spinning Coaster,14
2022-08-02,2022-08-02 21:00:00.000,Swing Ride,35
2022-08-02,2022-08-02 21:00:00.000,Water Ride,15
2022-08-02,2022-08-02 21:00:00.000,Zipline,19
2022-08-02,2022-08-02 22:00:00.000,Bumper Cars,7
2022-08-02,2022-08-02 22:00:00.000,Bungee Jump,12
2022-08-02,2022-08-02 22:00:00.000,Dizzy Dropper,9
2022-08-02,2022-08-02 22:00:00.000,Drop Tower,20
2022-08-02,2022-08-02 22:00:00.000,Flying Coaster,14
2022-08-02,2022-08-02 22:00:00.000,Giant Wheel,21
2022-08-02,2022-08-02 22:00:00.000,Go-Karts,8
2022-08-02,2022-08-02 22:00:00.000,Merry Go Round,8
2022-08-02,2022-08-02 22:00:00.000,Spinning Coaster,14
2022-08-02,2022-08-02 22:00:00.000,Swing Ride,39
2022-08-02,2022-08-02 22:00:00.000,Water Ride,15
2022-08-02,2022-08-02 22:00:00.000,Zipline,20
